councilchamber_s1_r1_ir_1_96000_1,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,0.762,0.691,0.646,0.831,0.859,0.934,0.896,0.857,0.606,0.37
T30 [s],,0.887,0.872,0.774,0.864,0.909,0.948,0.912,0.836,0.619,0.389
T60,,0.8245,0.7815,0.71,0.8475,0.884,0.941,0.904,0.8465,0.6125,0.3795
STI male,,0.61 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r2_ir_1_96000_4,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.015,0.997,0.709,0.728,0.87,0.981,0.943,0.799,0.621,0.376
T30 [s],,1.063,1.301,0.731,0.719,0.87,0.955,0.913,0.795,0.641,0.4
T60,,1.039,1.149,0.72,0.7235,0.87,0.968,0.928,0.797,0.631,0.388
STI male,,0.66 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r3_ir_1_96000_1,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.199,0.727,0.693,0.812,0.94,0.936,0.925,0.815,0.627,0.39
T30 [s],,1.392,0.914,0.806,0.811,0.902,0.95,0.922,0.803,0.649,0.39
T60,,1.2955,0.8205,0.7495,0.8115,0.921,0.943,0.9235,0.809,0.638,0.39
STI male,,0.64 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r3_ir_1_96000_2,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,0.96,0.608,0.777,0.92,0.928,0.958,0.892,0.811,0.627,0.382
T30 [s],,1.183,0.859,0.78,0.836,0.924,0.935,0.888,0.826,0.641,0.388
T60,,1.0715,0.7335,0.7785,0.878,0.926,0.9465,0.89,0.8185,0.634,0.385
STI male,,0.71 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r3_ir_1_96000_3,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.461,0.8,0.826,0.826,0.887,0.955,0.932,0.81,0.633,0.384
T30 [s],,1.519,1.106,0.802,0.879,0.902,0.963,0.921,0.808,0.629,0.405
T60,,1.49,0.953,0.814,0.8525,0.8945,0.959,0.9265,0.809,0.631,0.3945
STI male,,0.59 (Fair),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r3_ir_1_96000_4,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.044,0.992,0.787,0.847,0.877,0.96,0.887,0.807,0.637,0.385
T30 [s],,1.159,1.114,0.836,0.856,0.869,0.957,0.895,0.817,0.647,0.403
T60,,1.1015,1.053,0.8115,0.8515,0.873,0.9585,0.891,0.812,0.642,0.394
STI male,,0.56 (Fair),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r4_ir_1_96000_1,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.666,0.824,0.771,0.846,0.914,0.902,0.914,0.815,0.649,0.356
T30 [s],,1.727,0.78,0.834,0.771,0.915,0.957,0.909,0.804,0.65,0.384
T60,,1.6965,0.802,0.8025,0.8085,0.9145,0.9295,0.9115,0.8095,0.6495,0.37
STI male,,0.66 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r4_ir_1_96000_2,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.227,0.76,0.751,0.812,0.878,0.914,0.856,0.796,0.623,0.358
T30 [s],,1.274,0.933,0.789,0.765,0.913,0.937,0.876,0.805,0.629,0.383
T60,,1.2505,0.8465,0.77,0.7885,0.8955,0.9255,0.866,0.8005,0.626,0.3705
STI male,,0.72 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s2_r4_ir_1_96000_3,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
